Volatility 3 Framework 2.10.0

PID	Process	Value	Privilege	Attributes	Description
776	svchost.exe	34	SeTimeZonePrivilege	Present,Enabled,Default	Adjust the time zone of the computer's internal clock
776	svchost.exe	35	SeCreateSymbolicLinkPrivilege	Present,Enabled,Default	Required to create a symbolic link
776	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege	Present,Enabled,Default	Obtain an impersonation token for another user in the same session.
784	fontdrvhost.ex	2	SeCreateTokenPrivilege		Create a token object
784	fontdrvhost.ex	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
784	fontdrvhost.ex	4	SeLockMemoryPrivilege		Lock pages in memory
784	fontdrvhost.ex	5	SeIncreaseQuotaPrivilege		Increase quotas
784	fontdrvhost.ex	6	SeMachineAccountPrivilege		Add workstations to the domain
784	fontdrvhost.ex	7	SeTcbPrivilege		Act as part of the operating system
784	fontdrvhost.ex	8	SeSecurityPrivilege		Manage auditing and security log
784	fontdrvhost.ex	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
784	fontdrvhost.ex	10	SeLoadDriverPrivilege		Load and unload device drivers
784	fontdrvhost.ex	11	SeSystemProfilePrivilege		Profile system performance
784	fontdrvhost.ex	12	SeSystemtimePrivilege		Change the system time
784	fontdrvhost.ex	13	SeProfileSingleProcessPrivilege		Profile a single process
784	fontdrvhost.ex	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
784	fontdrvhost.ex	15	SeCreatePagefilePrivilege		Create a pagefile
784	fontdrvhost.ex	16	SeCreatePermanentPrivilege		Create permanent shared objects
784	fontdrvhost.ex	17	SeBackupPrivilege		Backup files and directories
784	fontdrvhost.ex	18	SeRestorePrivilege		Restore files and directories
784	fontdrvhost.ex	19	SeShutdownPrivilege		Shut down the system
784	fontdrvhost.ex	20	SeDebugPrivilege		Debug programs
784	fontdrvhost.ex	21	SeAuditPrivilege		Generate security audits
784	fontdrvhost.ex	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
784	fontdrvhost.ex	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
784	fontdrvhost.ex	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
784	fontdrvhost.ex	25	SeUndockPrivilege		Remove computer from docking station
784	fontdrvhost.ex	26	SeSyncAgentPrivilege		Synch directory service data
784	fontdrvhost.ex	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
784	fontdrvhost.ex	28	SeManageVolumePrivilege		Manage the files on a volume
784	fontdrvhost.ex	29	SeImpersonatePrivilege		Impersonate a client after authentication
784	fontdrvhost.ex	30	SeCreateGlobalPrivilege		Create global objects
784	fontdrvhost.ex	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
784	fontdrvhost.ex	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
784	fontdrvhost.ex	33	SeIncreaseWorkingSetPrivilege	Present,Enabled	Allocate more memory for user applications
784	fontdrvhost.ex	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
784	fontdrvhost.ex	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
784	fontdrvhost.ex	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
792	fontdrvhost.ex	2	SeCreateTokenPrivilege		Create a token object
792	fontdrvhost.ex	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
792	fontdrvhost.ex	4	SeLockMemoryPrivilege		Lock pages in memory
792	fontdrvhost.ex	5	SeIncreaseQuotaPrivilege		Increase quotas
792	fontdrvhost.ex	6	SeMachineAccountPrivilege		Add workstations to the domain
792	fontdrvhost.ex	7	SeTcbPrivilege		Act as part of the operating system
792	fontdrvhost.ex	8	SeSecurityPrivilege		Manage auditing and security log
792	fontdrvhost.ex	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
792	fontdrvhost.ex	10	SeLoadDriverPrivilege		Load and unload device drivers
792	fontdrvhost.ex	11	SeSystemProfilePrivilege		Profile system performance
792	fontdrvhost.ex	12	SeSystemtimePrivilege		Change the system time
792	fontdrvhost.ex	13	SeProfileSingleProcessPrivilege		Profile a single process
792	fontdrvhost.ex	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
792	fontdrvhost.ex	15	SeCreatePagefilePrivilege		Create a pagefile
792	fontdrvhost.ex	16	SeCreatePermanentPrivilege		Create permanent shared objects
792	fontdrvhost.ex	17	SeBackupPrivilege		Backup files and directories
792	fontdrvhost.ex	18	SeRestorePrivilege		Restore files and directories
792	fontdrvhost.ex	19	SeShutdownPrivilege		Shut down the system
792	fontdrvhost.ex	20	SeDebugPrivilege		Debug programs
792	fontdrvhost.ex	21	SeAuditPrivilege		Generate security audits
792	fontdrvhost.ex	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
792	fontdrvhost.ex	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
792	fontdrvhost.ex	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
792	fontdrvhost.ex	25	SeUndockPrivilege		Remove computer from docking station
792	fontdrvhost.ex	26	SeSyncAgentPrivilege		Synch directory service data
792	fontdrvhost.ex	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
792	fontdrvhost.ex	28	SeManageVolumePrivilege		Manage the files on a volume
792	fontdrvhost.ex	29	SeImpersonatePrivilege		Impersonate a client after authentication
792	fontdrvhost.ex	30	SeCreateGlobalPrivilege		Create global objects
792	fontdrvhost.ex	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
792	fontdrvhost.ex	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
792	fontdrvhost.ex	33	SeIncreaseWorkingSetPrivilege	Present,Enabled	Allocate more memory for user applications
792	fontdrvhost.ex	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
792	fontdrvhost.ex	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
792	fontdrvhost.ex	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
896	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
896	svchost.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
896	svchost.exe	4	SeLockMemoryPrivilege		Lock pages in memory
896	svchost.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
896	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
896	svchost.exe	7	SeTcbPrivilege		Act as part of the operating system
896	svchost.exe	8	SeSecurityPrivilege		Manage auditing and security log
896	svchost.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
896	svchost.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
896	svchost.exe	11	SeSystemProfilePrivilege		Profile system performance
896	svchost.exe	12	SeSystemtimePrivilege		Change the system time
896	svchost.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
896	svchost.exe	14	SeIncreaseBasePriorityPrivilege		Increase scheduling priority
896	svchost.exe	15	SeCreatePagefilePrivilege		Create a pagefile
896	svchost.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
896	svchost.exe	17	SeBackupPrivilege		Backup files and directories
896	svchost.exe	18	SeRestorePrivilege		Restore files and directories
896	svchost.exe	19	SeShutdownPrivilege		Shut down the system
896	svchost.exe	20	SeDebugPrivilege		Debug programs
896	svchost.exe	21	SeAuditPrivilege		Generate security audits
896	svchost.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
896	svchost.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
896	svchost.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
896	svchost.exe	25	SeUndockPrivilege		Remove computer from docking station
896	svchost.exe	26	SeSyncAgentPrivilege		Synch directory service data
896	svchost.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
896	svchost.exe	28	SeManageVolumePrivilege		Manage the files on a volume
896	svchost.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
896	svchost.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
896	svchost.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
896	svchost.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
896	svchost.exe	33	SeIncreaseWorkingSetPrivilege		Allocate more memory for user applications
896	svchost.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
896	svchost.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
896	svchost.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
992	LogonUI.exe	2	SeCreateTokenPrivilege		Create a token object
992	LogonUI.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
992	LogonUI.exe	4	SeLockMemoryPrivilege	Default	Lock pages in memory
992	LogonUI.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
992	LogonUI.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
992	LogonUI.exe	7	SeTcbPrivilege	Default	Act as part of the operating system
992	LogonUI.exe	8	SeSecurityPrivilege		Manage auditing and security log
992	LogonUI.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
992	LogonUI.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
992	LogonUI.exe	11	SeSystemProfilePrivilege	Default	Profile system performance
992	LogonUI.exe	12	SeSystemtimePrivilege		Change the system time
992	LogonUI.exe	13	SeProfileSingleProcessPrivilege	Present,Enabled,Default	Profile a single process
992	LogonUI.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled,Default	Increase scheduling priority
992	LogonUI.exe	15	SeCreatePagefilePrivilege	Default	Create a pagefile
992	LogonUI.exe	16	SeCreatePermanentPrivilege	Present,Enabled,Default	Create permanent shared objects
992	LogonUI.exe	17	SeBackupPrivilege		Backup files and directories
992	LogonUI.exe	18	SeRestorePrivilege		Restore files and directories
992	LogonUI.exe	19	SeShutdownPrivilege	Present	Shut down the system
992	LogonUI.exe	20	SeDebugPrivilege	Present,Enabled,Default	Debug programs
992	LogonUI.exe	21	SeAuditPrivilege	Present,Enabled,Default	Generate security audits
992	LogonUI.exe	22	SeSystemEnvironmentPrivilege	Present	Edit firmware environment values
992	LogonUI.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
992	LogonUI.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
992	LogonUI.exe	25	SeUndockPrivilege		Remove computer from docking station
992	LogonUI.exe	26	SeSyncAgentPrivilege		Synch directory service data
992	LogonUI.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
992	LogonUI.exe	28	SeManageVolumePrivilege		Manage the files on a volume
992	LogonUI.exe	29	SeImpersonatePrivilege	Present,Enabled,Default	Impersonate a client after authentication
992	LogonUI.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
992	LogonUI.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
992	LogonUI.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
992	LogonUI.exe	33	SeIncreaseWorkingSetPrivilege	Default	Allocate more memory for user applications
992	LogonUI.exe	34	SeTimeZonePrivilege	Default	Adjust the time zone of the computer's internal clock
992	LogonUI.exe	35	SeCreateSymbolicLinkPrivilege	Default	Required to create a symbolic link
992	LogonUI.exe	36	SeDelegateSessionUserImpersonatePrivilege	Default	Obtain an impersonation token for another user in the same session.
1000	dwm.exe	2	SeCreateTokenPrivilege		Create a token object
1000	dwm.exe	3	SeAssignPrimaryTokenPrivilege		Replace a process-level token
1000	dwm.exe	4	SeLockMemoryPrivilege		Lock pages in memory
1000	dwm.exe	5	SeIncreaseQuotaPrivilege		Increase quotas
1000	dwm.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
1000	dwm.exe	7	SeTcbPrivilege		Act as part of the operating system
1000	dwm.exe	8	SeSecurityPrivilege		Manage auditing and security log
1000	dwm.exe	9	SeTakeOwnershipPrivilege		Take ownership of files/objects
1000	dwm.exe	10	SeLoadDriverPrivilege		Load and unload device drivers
1000	dwm.exe	11	SeSystemProfilePrivilege		Profile system performance
1000	dwm.exe	12	SeSystemtimePrivilege		Change the system time
1000	dwm.exe	13	SeProfileSingleProcessPrivilege		Profile a single process
1000	dwm.exe	14	SeIncreaseBasePriorityPrivilege	Present,Enabled	Increase scheduling priority
1000	dwm.exe	15	SeCreatePagefilePrivilege		Create a pagefile
1000	dwm.exe	16	SeCreatePermanentPrivilege		Create permanent shared objects
1000	dwm.exe	17	SeBackupPrivilege		Backup files and directories
1000	dwm.exe	18	SeRestorePrivilege		Restore files and directories
1000	dwm.exe	19	SeShutdownPrivilege		Shut down the system
1000	dwm.exe	20	SeDebugPrivilege		Debug programs
1000	dwm.exe	21	SeAuditPrivilege		Generate security audits
1000	dwm.exe	22	SeSystemEnvironmentPrivilege		Edit firmware environment values
1000	dwm.exe	23	SeChangeNotifyPrivilege	Present,Enabled,Default	Receive notifications of changes to files or directories
1000	dwm.exe	24	SeRemoteShutdownPrivilege		Force shutdown from a remote system
1000	dwm.exe	25	SeUndockPrivilege		Remove computer from docking station
1000	dwm.exe	26	SeSyncAgentPrivilege		Synch directory service data
1000	dwm.exe	27	SeEnableDelegationPrivilege		Enable user accounts to be trusted for delegation
1000	dwm.exe	28	SeManageVolumePrivilege		Manage the files on a volume
1000	dwm.exe	29	SeImpersonatePrivilege		Impersonate a client after authentication
1000	dwm.exe	30	SeCreateGlobalPrivilege	Present,Enabled,Default	Create global objects
1000	dwm.exe	31	SeTrustedCredManAccessPrivilege		Access Credential Manager as a trusted caller
1000	dwm.exe	32	SeRelabelPrivilege		Modify the mandatory integrity level of an object
1000	dwm.exe	33	SeIncreaseWorkingSetPrivilege	Present,Enabled	Allocate more memory for user applications
1000	dwm.exe	34	SeTimeZonePrivilege		Adjust the time zone of the computer's internal clock
1000	dwm.exe	35	SeCreateSymbolicLinkPrivilege		Required to create a symbolic link
1000	dwm.exe	36	SeDelegateSessionUserImpersonatePrivilege		Obtain an impersonation token for another user in the same session.
472	svchost.exe	2	SeCreateTokenPrivilege		Create a token object
472	svchost.exe	3	SeAssignPrimaryTokenPrivilege	Present	Replace a process-level token
472	svchost.exe	4	SeLockMemoryPrivilege	Present,Enabled,Default	Lock pages in memory
472	svchost.exe	5	SeIncreaseQuotaPrivilege	Present	Increase quotas
472	svchost.exe	6	SeMachineAccountPrivilege		Add workstations to the domain
472	svchost.exe	7	SeTcbPrivilege	Present,Enabled,Default	Act as part of the operating system
472	svchost.exe	8	SeSecurityPrivilege	Present	Manage auditing and security log
